areaid	FORECAST_TIME	day_rehumidity	night_rehumidity
101290707	2015-06-28 19:00:00	66	82
101281107	2015-06-19 19:00:00	71	88
101281107	2015-06-20 19:00:00	75	88
101281107	2015-06-21 19:00:00	79	87
101281107	2015-06-22 19:00:00	80	86
101281107	2015-06-23 19:00:00	84	88
101281107	2015-06-24 19:00:00	84	88
101281107	2015-06-25 19:00:00	80	87
101281107	2015-06-26 19:00:00	76	85
101281107	2015-06-27 19:00:00	75	86
101281107	2015-06-28 19:00:00	73	86
101271505	2015-06-19 19:00:00	67	80
101271505	2015-06-20 19:00:00	82	85
101271505	2015-06-21 19:00:00	58	75
101271505	2015-06-22 19:00:00	60	74
101271505	2015-06-23 19:00:00	71	78
101271505	2015-06-24 19:00:00	61	73
101271505	2015-06-25 19:00:00	60	75
101271505	2015-06-26 19:00:00	60	83
101271505	2015-06-27 19:00:00	72	86
101271505	2015-06-28 19:00:00	69	83
101091008	2015-06-19 19:00:00	52	68
101091008	2015-06-20 19:00:00	41	51
101091008	2015-06-21 19:00:00	36	52
101091008	2015-06-22 19:00:00	37	56
101091008	2015-06-23 19:00:00	50	75
101091008	2015-06-24 19:00:00	56	72
101091008	2015-06-25 19:00:00	54	77
101091008	2015-06-26 19:00:00	59	77
101091008	2015-06-27 19:00:00	56	74
101091008	2015-06-28 19:00:00	54	71
101270301	2015-06-19 19:00:00	68	84
101270301	2015-06-20 19:00:00	89	87
101270301	2015-06-21 19:00:00	71	84
101270301	2015-06-22 19:00:00	66	78
101270301	2015-06-23 19:00:00	75	85
101270301	2015-06-24 19:00:00	78	91
101270301	2015-06-25 19:00:00	76	90
101270301	2015-06-26 19:00:00	77	95
101270301	2015-06-27 19:00:00	90	95
101270301	2015-06-28 19:00:00	85	94
101090902	2015-06-19 19:00:00	48	64
101090902	2015-06-20 19:00:00	36	45
101090902	2015-06-21 19:00:00	32	50
101090902	2015-06-22 19:00:00	37	52
101090902	2015-06-23 19:00:00	44	67
101090902	2015-06-24 19:00:00	53	69
101090902	2015-06-25 19:00:00	51	74
101090902	2015-06-26 19:00:00	57	74
101090902	2015-06-27 19:00:00	52	68
101090902	2015-06-28 19:00:00	50	66
101310216	2015-06-19 19:00:00	69	80
101310216	2015-06-20 19:00:00	71	79
101310216	2015-06-21 19:00:00	73	80
101310216	2015-06-22 19:00:00	75	81
101310216	2015-06-23 19:00:00	79	81
101310216	2015-06-24 19:00:00	75	78
101310216	2015-06-25 19:00:00	68	78
101310216	2015-06-26 19:00:00	68	78
101310216	2015-06-27 19:00:00	68	78
101310216	2015-06-28 19:00:00	68	77
101230201	2015-06-19 19:00:00	75	89
101230201	2015-06-20 19:00:00	77	90
101230201	2015-06-21 19:00:00	75	89
101230201	2015-06-22 19:00:00	75	88
101230201	2015-06-23 19:00:00	78	88
101230201	2015-06-24 19:00:00	79	88
101230201	2015-06-25 19:00:00	77	89
101230201	2015-06-26 19:00:00	75	89
101230201	2015-06-27 19:00:00	74	88
101230201	2015-06-28 19:00:00	71	88
101280702	2015-06-19 19:00:00	74	83
101280702	2015-06-20 19:00:00	74	82
101280702	2015-06-21 19:00:00	76	82
101280702	2015-06-22 19:00:00	76	83
101280702	2015-06-23 19:00:00	78	84
101280702	2015-06-24 19:00:00	78	83
101280702	2015-06-25 19:00:00	76	83
101280702	2015-06-26 19:00:00	75	83
101280702	2015-06-27 19:00:00	75	82
101280702	2015-06-28 19:00:00	74	83
101150101	2015-06-19 19:00:00	78	85
101150101	2015-06-20 19:00:00	52	60
101150101	2015-06-21 19:00:00	39	61
101150101	2015-06-22 19:00:00	50	75
101150101	2015-06-23 19:00:00	55	75
101150101	2015-06-24 19:00:00	57	69
101150101	2015-06-25 19:00:00	48	65
101150101	2015-06-26 19:00:00	55	70
101150101	2015-06-27 19:00:00	50	67
101150101	2015-06-28 19:00:00	52	65
101181007	2015-06-19 19:00:00	58	85
101181007	2015-06-20 19:00:00	61	74
101181007	2015-06-21 19:00:00	57	82
101181007	2015-06-22 19:00:00	60	82
101181007	2015-06-23 19:00:00	83	99
101181007	2015-06-24 19:00:00	92	100
101181007	2015-06-25 19:00:00	91	100
101181007	2015-06-26 19:00:00	83	98
101181007	2015-06-27 19:00:00	87	100
101181007	2015-06-28 19:00:00	85	99
101130903	2015-06-19 21:00:00	15	17
101130903	2015-06-20 21:00:00	14	24
101130903	2015-06-21 21:00:00	22	31
101130903	2015-06-22 21:00:00	25	32
101130903	2015-06-23 21:00:00	24	32
101130903	2015-06-24 21:00:00	40	50
101130903	2015-06-25 21:00:00	47	55
101130903	2015-06-26 21:00:00	44	55
101130903	2015-06-27 21:00:00	41	46
101130903	2015-06-28 21:00:00	30	36
101050202	2015-06-19 19:00:00	38	66
101050202	2015-06-20 19:00:00	37	60
101050202	2015-06-21 19:00:00	45	81
101050202	2015-06-22 19:00:00	53	79
101050202	2015-06-23 19:00:00	54	81
101050202	2015-06-24 19:00:00	60	84
101050202	2015-06-25 19:00:00	58	77
101050202	2015-06-26 19:00:00	51	80
101050202	2015-06-27 19:00:00	60	83
101050202	2015-06-28 19:00:00	61	77
101043200	2015-06-19 19:00:00	61	73
101043200	2015-06-20 19:00:00	76	85
101043200	2015-06-21 19:00:00	75	83
101043200	2015-06-22 19:00:00	68	76
101043200	2015-06-23 19:00:00	74	86
101043200	2015-06-24 19:00:00	87	89
101043200	2015-06-25 19:00:00	80	87
101043200	2015-06-26 19:00:00	77	85
101043200	2015-06-27 19:00:00	74	87
101043200	2015-06-28 19:00:00	79	89
101080703	2015-06-19 19:00:00	39	55
101080703	2015-06-20 19:00:00	30	49
101080703	2015-06-21 19:00:00	27	57
101080703	2015-06-22 19:00:00	35	53
101080703	2015-06-23 19:00:00	33	58
101080703	2015-06-24 19:00:00	36	56
101080703	2015-06-25 19:00:00	34	57
101080703	2015-06-26 19:00:00	37	53
101080703	2015-06-27 19:00:00	34	53
101080703	2015-06-28 19:00:00	39	57
101120906	2015-06-19 19:00:00	66	91
101120906	2015-06-20 19:00:00	59	85
101120906	2015-06-21 19:00:00	58	84
101120906	2015-06-22 19:00:00	61	84
101120906	2015-06-23 19:00:00	72	88
101120906	2015-06-24 19:00:00	87	94
101120906	2015-06-25 19:00:00	83	96
101120906	2015-06-26 19:00:00	75	93
101120906	2015-06-27 19:00:00	78	96
101120906	2015-06-28 19:00:00	75	94
101090508	2015-06-19 19:00:00	68	78
101090508	2015-06-20 19:00:00	47	70
101090508	2015-06-21 19:00:00	47	73
101090508	2015-06-22 19:00:00	52	78
101090508	2015-06-23 19:00:00	54	75
101090508	2015-06-24 19:00:00	59	77
101090508	2015-06-25 19:00:00	54	81
101090508	2015-06-26 19:00:00	61	84
101090508	2015-06-27 19:00:00	61	81
101090508	2015-06-28 19:00:00	58	77
101200202	2015-06-19 19:00:00	64	86
101200202	2015-06-20 19:00:00	78	83
101200202	2015-06-21 19:00:00	72	91
101200202	2015-06-22 19:00:00	74	89
101200202	2015-06-23 19:00:00	90	100
101200202	2015-06-24 19:00:00	87	96
101200202	2015-06-25 19:00:00	87	100
101200202	2015-06-26 19:00:00	87	98
101200202	2015-06-27 19:00:00	91	99
101200202	2015-06-28 19:00:00	92	100
101120901	2015-06-19 19:00:00	66	91
101120901	2015-06-20 19:00:00	59	85
101120901	2015-06-21 19:00:00	58	84
101120901	2015-06-22 19:00:00	61	84
101120901	2015-06-23 19:00:00	72	88
101120901	2015-06-24 19:00:00	87	94
101120901	2015-06-25 19:00:00	83	96
101120901	2015-06-26 19:00:00	75	93
101120901	2015-06-27 19:00:00	78	96
101120901	2015-06-28 19:00:00	75	94
101210401	2015-06-19 19:00:00	70	89
101210401	2015-06-20 19:00:00	70	90
101210401	2015-06-21 19:00:00	77	89
101210401	2015-06-22 19:00:00	84	92
101210401	2015-06-23 19:00:00	75	92
101210401	2015-06-24 19:00:00	70	85
101210401	2015-06-25 19:00:00	66	88
101210401	2015-06-26 19:00:00	74	90
101210401	2015-06-27 19:00:00	77	89
101210401	2015-06-28 19:00:00	79	89
101190709	2015-06-19 19:00:00	64	83
101190709	2015-06-20 19:00:00	68	87
101190709	2015-06-21 19:00:00	71	90
101190709	2015-06-22 19:00:00	73	95
101190709	2015-06-23 19:00:00	77	90
101190709	2015-06-24 19:00:00	90	100
101190709	2015-06-25 19:00:00	88	97
101190709	2015-06-26 19:00:00	81	98
101190709	2015-06-27 19:00:00	87	100
101190709	2015-06-28 19:00:00	85	97
101220403	2015-06-19 19:00:00	63	88
101220403	2015-06-20 19:00:00	71	80
101220403	2015-06-21 19:00:00	71	93
101220403	2015-06-22 19:00:00	70	92
101220403	2015-06-23 19:00:00	86	97
101220403	2015-06-24 19:00:00	90	100
101220403	2015-06-25 19:00:00	90	99
101220403	2015-06-26 19:00:00	88	100
101220403	2015-06-27 19:00:00	99	100
101220403	2015-06-28 19:00:00	93	100
101200602	2015-06-19 19:00:00	68	89
101200602	2015-06-20 19:00:00	67	86
101200602	2015-06-21 19:00:00	84	89
101200602	2015-06-22 19:00:00	82	94
101200602	2015-06-23 19:00:00	81	91
101200602	2015-06-24 19:00:00	76	94
101200602	2015-06-25 19:00:00	86	96
101200602	2015-06-26 19:00:00	88	98
101200602	2015-06-27 19:00:00	86	99
101200602	2015-06-28 19:00:00	90	100
101240201	2015-06-19 19:00:00	74	87
101240201	2015-06-20 19:00:00	71	86
101240201	2015-06-21 19:00:00	87	95
101240201	2015-06-22 19:00:00	86	95
101240201	2015-06-23 19:00:00	81	92
101240201	2015-06-24 19:00:00	76	91
101240201	2015-06-25 19:00:00	82	95
101240201	2015-06-26 19:00:00	87	94
101240201	2015-06-27 19:00:00	85	97
101240201	2015-06-28 19:00:00	89	97
101071003	2015-06-19 19:00:00	70	92
101071003	2015-06-20 19:00:00	62	82
101071003	2015-06-21 19:00:00	55	79
101071003	2015-06-22 19:00:00	55	82
101071003	2015-06-23 19:00:00	58	83
101071003	2015-06-24 19:00:00	55	78
101071003	2015-06-25 19:00:00	53	77
101071003	2015-06-26 19:00:00	57	77
101071003	2015-06-27 19:00:00	60	77
101071003	2015-06-28 19:00:00	59	78
101270404	2015-06-19 19:00:00	72	77
101270404	2015-06-20 19:00:00	75	80
101270404	2015-06-21 19:00:00	57	73
101270404	2015-06-22 19:00:00	66	82
101270404	2015-06-23 19:00:00	82	85
101270404	2015-06-24 19:00:00	60	80
101270404	2015-06-25 19:00:00	63	80
101270404	2015-06-26 19:00:00	69	87
101270404	2015-06-27 19:00:00	76	90
101270404	2015-06-28 19:00:00	76	87
101251407	2015-06-19 19:00:00	78	88
101251407	2015-06-20 19:00:00	74	86
101251407	2015-06-21 19:00:00	72	85
101251407	2015-06-22 19:00:00	74	86
101251407	2015-06-23 19:00:00	72	85
101251407	2015-06-24 19:00:00	75	89
101251407	2015-06-25 19:00:00	79	88
101251407	2015-06-26 19:00:00	75	85
101251407	2015-06-27 19:00:00	72	83
101251407	2015-06-28 19:00:00	72	84
101042000	2015-06-19 19:00:00	55	64
101042000	2015-06-20 19:00:00	67	84
101042000	2015-06-21 19:00:00	71	81
101042000	2015-06-22 19:00:00	70	80
101042000	2015-06-23 19:00:00	82	91
101042000	2015-06-24 19:00:00	86	92
101042000	2015-06-25 19:00:00	83	90
101042000	2015-06-26 19:00:00	81	90
101042000	2015-06-27 19:00:00	81	89
101042000	2015-06-28 19:00:00	84	90
101050306	2015-06-19 19:00:00	54	81
101050306	2015-06-20 19:00:00	55	84
101050306	2015-06-21 19:00:00	50	77
101050306	2015-06-22 19:00:00	50	79
101050306	2015-06-23 19:00:00	52	82
101050306	2015-06-24 19:00:00	53	79
101050306	2015-06-25 19:00:00	53	79
101050306	2015-06-26 19:00:00	52	77
101050306	2015-06-27 19:00:00	52	79
101050306	2015-06-28 19:00:00	53	77
101300514	2015-06-19 19:00:00	81	89
101300514	2015-06-20 19:00:00	79	94
101300514	2015-06-21 19:00:00	80	93
101300514	2015-06-22 19:00:00	84	93
101300514	2015-06-23 19:00:00	75	89
101300514	2015-06-24 19:00:00	77	89
101300514	2015-06-25 19:00:00	81	92
101300514	2015-06-26 19:00:00	79	89
101300514	2015-06-27 19:00:00	75	87
101300514	2015-06-28 19:00:00	73	90
101110410	2015-06-19 19:00:00	17	35
101110410	2015-06-20 19:00:00	44	73
101110410	2015-06-21 19:00:00	59	67
101110410	2015-06-22 19:00:00	44	53
101110410	2015-06-23 19:00:00	53	72
101110410	2015-06-24 19:00:00	47	65
101110410	2015-06-25 19:00:00	46	61
101110410	2015-06-26 19:00:00	43	57
101110410	2015-06-27 19:00:00	38	52
101110410	2015-06-28 19:00:00	43	57
101191004	2015-06-19 19:00:00	67	93
101191004	2015-06-20 19:00:00	70	86
101191004	2015-06-21 19:00:00	72	86
101191004	2015-06-22 19:00:00	70	91
101191004	2015-06-23 19:00:00	82	93
101191004	2015-06-24 19:00:00	94	97
101191004	2015-06-25 19:00:00	91	98
101191004	2015-06-26 19:00:00	83	94
101191004	2015-06-27 19:00:00	86	98
101191004	2015-06-28 19:00:00	81	95
101181501	2015-06-19 19:00:00	52	77
101181501	2015-06-20 19:00:00	51	64
101181501	2015-06-21 19:00:00	50	73
101181501	2015-06-22 19:00:00	51	75
101181501	2015-06-23 19:00:00	83	99
101181501	2015-06-24 19:00:00	90	99
101181501	2015-06-25 19:00:00	85	99
101181501	2015-06-26 19:00:00	78	95
101181501	2015-06-27 19:00:00	84	99
101181501	2015-06-28 19:00:00	82	98
101090216	2015-06-19 19:00:00	43	76
101090216	2015-06-20 19:00:00	38	53
101090216	2015-06-21 19:00:00	38	57
101090216	2015-06-22 19:00:00	44	58
101090216	2015-06-23 19:00:00	49	73
101090216	2015-06-24 19:00:00	58	77
101090216	2015-06-25 19:00:00	59	81
101090216	2015-06-26 19:00:00	67	81
101090216	2015-06-27 19:00:00	62	78
101090216	2015-06-28 19:00:00	56	71
101300402	2015-06-19 19:00:00	75	87
101300402	2015-06-20 19:00:00	71	83
101300402	2015-06-21 19:00:00	70	83
101300402	2015-06-22 19:00:00	73	86
101300402	2015-06-23 19:00:00	72	85
101300402	2015-06-24 19:00:00	74	87
101300402	2015-06-25 19:00:00	80	88
101300402	2015-06-26 19:00:00	78	85
101300402	2015-06-27 19:00:00	75	84
101300402	2015-06-28 19:00:00	74	85
101120104	2015-06-19 19:00:00	58	81
101120104	2015-06-20 19:00:00	48	67
101120104	2015-06-21 19:00:00	44	65
101120104	2015-06-22 19:00:00	42	64
101120104	2015-06-23 19:00:00	46	68
101120104	2015-06-24 19:00:00	53	78
101120104	2015-06-25 19:00:00	61	85
101120104	2015-06-26 19:00:00	64	81
101120104	2015-06-27 19:00:00	61	83
101120104	2015-06-28 19:00:00	57	76
101130501	2015-06-19 21:00:00	48	59
101130501	2015-06-20 21:00:00	39	50
101130501	2015-06-21 21:00:00	31	39
101130501	2015-06-22 21:00:00	24	32
101130501	2015-06-23 21:00:00	22	32
101130501	2015-06-24 21:00:00	21	30
101130501	2015-06-25 21:00:00	19	23
101130501	2015-06-26 21:00:00	17	24
101130501	2015-06-27 21:00:00	18	27
101130501	2015-06-28 21:00:00	20	28
101070501	2015-06-19 19:00:00	72	92
101070501	2015-06-20 19:00:00	65	85
101070501	2015-06-21 19:00:00	57	84
101070501	2015-06-22 19:00:00	60	85
101070501	2015-06-23 19:00:00	61	88
101070501	2015-06-24 19:00:00	57	79
101070501	2015-06-25 19:00:00	56	82
101070501	2015-06-26 19:00:00	59	82
101070501	2015-06-27 19:00:00	62	81
101070501	2015-06-28 19:00:00	64	81
101301008	2015-06-19 19:00:00	79	89
101301008	2015-06-20 19:00:00	70	85
101301008	2015-06-21 19:00:00	79	91
101301008	2015-06-22 19:00:00	81	90
101301008	2015-06-23 19:00:00	70	86
101301008	2015-06-24 19:00:00	72	89
101301008	2015-06-25 19:00:00	76	88
101301008	2015-06-26 19:00:00	74	87
101301008	2015-06-27 19:00:00	69	86
101301008	2015-06-28 19:00:00	66	85
101090909	2015-06-19 19:00:00	56	76
101090909	2015-06-20 19:00:00	42	56
101090909	2015-06-21 19:00:00	38	55
101090909	2015-06-22 19:00:00	38	57
101090909	2015-06-23 19:00:00	48	72
101090909	2015-06-24 19:00:00	53	70
101090909	2015-06-25 19:00:00	51	75
101090909	2015-06-26 19:00:00	58	73
101090909	2015-06-27 19:00:00	54	75
101090909	2015-06-28 19:00:00	51	69
101200806	2015-06-19 19:00:00	69	87
101200806	2015-06-20 19:00:00	73	91
101200806	2015-06-21 19:00:00	90	94
101200806	2015-06-22 19:00:00	79	97
101200806	2015-06-23 19:00:00	85	97
101200806	2015-06-24 19:00:00	84	97
101200806	2015-06-25 19:00:00	87	96
101200806	2015-06-26 19:00:00	88	99
101200806	2015-06-27 19:00:00	90	100
101200806	2015-06-28 19:00:00	95	100
101220801	2015-06-19 19:00:00	61	86
101220801	2015-06-20 19:00:00	69	71
101220801	2015-06-21 19:00:00	67	92
101220801	2015-06-22 19:00:00	70	92
101220801	2015-06-23 19:00:00	89	100
101220801	2015-06-24 19:00:00	93	98
101220801	2015-06-25 19:00:00	93	100
101220801	2015-06-26 19:00:00	89	100
101220801	2015-06-27 19:00:00	98	100
101220801	2015-06-28 19:00:00	95	100
101120607	2015-06-19 19:00:00	36	78
101120607	2015-06-20 19:00:00	50	81
101120607	2015-06-21 19:00:00	47	73
101120607	2015-06-22 19:00:00	51	77
101120607	2015-06-23 19:00:00	53	80
101120607	2015-06-24 19:00:00	72	90
101120607	2015-06-25 19:00:00	71	91
101120607	2015-06-26 19:00:00	66	86
101120607	2015-06-27 19:00:00	63	88
101120607	2015-06-28 19:00:00	61	80
101290308	2015-06-19 19:00:00	63	79
101290308	2015-06-20 19:00:00	60	75
101290308	2015-06-21 19:00:00	62	78
101290308	2015-06-22 19:00:00	65	78
101290308	2015-06-23 19:00:00	60	76
101290308	2015-06-24 19:00:00	60	77
101290308	2015-06-25 19:00:00	66	80
101290308	2015-06-26 19:00:00	67	80
101290308	2015-06-27 19:00:00	63	79
101290308	2015-06-28 19:00:00	62	78
101271202	2015-06-19 19:00:00	68	84
101271202	2015-06-20 19:00:00	89	87
101271202	2015-06-21 19:00:00	71	84
101271202	2015-06-22 19:00:00	66	78
101271202	2015-06-23 19:00:00	75	85
101271202	2015-06-24 19:00:00	78	91
101271202	2015-06-25 19:00:00	76	90
101271202	2015-06-26 19:00:00	77	95
101271202	2015-06-27 19:00:00	90	95
101271202	2015-06-28 19:00:00	85	94
101120910	2015-06-19 19:00:00	54	86
101120910	2015-06-20 19:00:00	52	68
101120910	2015-06-21 19:00:00	48	79
101120910	2015-06-22 19:00:00	54	79
101120910	2015-06-23 19:00:00	60	84
101120910	2015-06-24 19:00:00	76	93
101120910	2015-06-25 19:00:00	79	93
101120910	2015-06-26 19:00:00	70	89
101120910	2015-06-27 19:00:00	70	92
101120910	2015-06-28 19:00:00	65	84
101190106	2015-06-19 19:00:00	69	86
101190106	2015-06-20 19:00:00	69	84
101190106	2015-06-21 19:00:00	77	92
101190106	2015-06-22 19:00:00	76	95
101190106	2015-06-23 19:00:00	80	90
101190106	2015-06-24 19:00:00	87	99
101190106	2015-06-25 19:00:00	89	99
101190106	2015-06-26 19:00:00	84	97
101190106	2015-06-27 19:00:00	95	100
101190106	2015-06-28 19:00:00	94	99
101221001	2015-06-19 19:00:00	68	86
101221001	2015-06-20 19:00:00	66	81
101221001	2015-06-21 19:00:00	85	90
101221001	2015-06-22 19:00:00	83	93
101221001	2015-06-23 19:00:00	74	90
101221001	2015-06-24 19:00:00	71	87
101221001	2015-06-25 19:00:00	74	91
101221001	2015-06-26 19:00:00	80	92
101221001	2015-06-27 19:00:00	80	93
101221001	2015-06-28 19:00:00	87	95
101111002	2015-06-19 19:00:00	47	59
101111002	2015-06-20 19:00:00	79	87
101111002	2015-06-21 19:00:00	68	73
101111002	2015-06-22 19:00:00	55	64
101111002	2015-06-23 19:00:00	77	88
101111002	2015-06-24 19:00:00	80	87
101111002	2015-06-25 19:00:00	68	80
101111002	2015-06-26 19:00:00	66	87
101111002	2015-06-27 19:00:00	73	78
101111002	2015-06-28 19:00:00	70	79
101201101	2015-06-19 19:00:00	59	85
101201101	2015-06-20 19:00:00	84	97
101201101	2015-06-21 19:00:00	82	93
101201101	2015-06-22 19:00:00	76	93
101201101	2015-06-23 19:00:00	86	99
101201101	2015-06-24 19:00:00	90	99
101201101	2015-06-25 19:00:00	92	99
101201101	2015-06-26 19:00:00	87	99
101201101	2015-06-27 19:00:00	89	99
101201101	2015-06-28 19:00:00	89	99
101240710	2015-06-19 19:00:00	80	92
101240710	2015-06-20 19:00:00	78	91
101240710	2015-06-21 19:00:00	70	84
101240710	2015-06-22 19:00:00	70	88
101240710	2015-06-23 19:00:00	71	87
101240710	2015-06-24 19:00:00	75	85
101240710	2015-06-25 19:00:00	73	84
101240710	2015-06-26 19:00:00	69	81
101240710	2015-06-27 19:00:00	68	80
101240710	2015-06-28 19:00:00	67	83
101120801	2015-06-19 19:00:00	74	91
101120801	2015-06-20 19:00:00	60	80
101120801	2015-06-21 19:00:00	57	80
101120801	2015-06-22 19:00:00	61	85
101120801	2015-06-23 19:00:00	68	84
101120801	2015-06-24 19:00:00	78	91
101120801	2015-06-25 19:00:00	77	91
101120801	2015-06-26 19:00:00	82	94
101120801	2015-06-27 19:00:00	80	95
101120801	2015-06-28 19:00:00	76	92
101290907	2015-06-19 19:00:00	82	96
101290907	2015-06-20 19:00:00	81	95
101290907	2015-06-21 19:00:00	82	96
101290907	2015-06-22 19:00:00	79	92
101290907	2015-06-23 19:00:00	74	87
101290907	2015-06-24 19:00:00	76	93
101290907	2015-06-25 19:00:00	86	98
101290907	2015-06-26 19:00:00	91	97
101290907	2015-06-27 19:00:00	87	96
101290907	2015-06-28 19:00:00	85	97
101180404	2015-06-19 19:00:00	47	69
101180404	2015-06-20 19:00:00	48	55
101180404	2015-06-21 19:00:00	48	70
101180404	2015-06-22 19:00:00	52	73
101180404	2015-06-23 19:00:00	83	98
101180404	2015-06-24 19:00:00	88	96
101180404	2015-06-25 19:00:00	76	97
101180404	2015-06-26 19:00:00	75	94
101180404	2015-06-27 19:00:00	79	98
101180404	2015-06-28 19:00:00	77	94
101300403	2015-06-19 19:00:00	73	88
101300403	2015-06-20 19:00:00	73	86
101300403	2015-06-21 19:00:00	74	89
101300403	2015-06-22 19:00:00	76	89
101300403	2015-06-23 19:00:00	77	89
101300403	2015-06-24 19:00:00	81	93
101300403	2015-06-25 19:00:00	82	93
101300403	2015-06-26 19:00:00	80	90
101300403	2015-06-27 19:00:00	76	88
101300403	2015-06-28 19:00:00	75	89
101191103	2015-06-19 19:00:00	67	85
101191103	2015-06-20 19:00:00	68	86
101191103	2015-06-21 19:00:00	83	91
101191103	2015-06-22 19:00:00	82	95
101191103	2015-06-23 19:00:00	79	89
101191103	2015-06-24 19:00:00	85	98
101191103	2015-06-25 19:00:00	87	96
101191103	2015-06-26 19:00:00	84	97
101191103	2015-06-27 19:00:00	94	100
101191103	2015-06-28 19:00:00	91	95
101070203	2015-06-19 19:00:00	56	70
101070203	2015-06-20 19:00:00	56	76
101070203	2015-06-21 19:00:00	56	73
101070203	2015-06-22 19:00:00	62	79
101070203	2015-06-23 19:00:00	63	80
101070203	2015-06-24 19:00:00	63	82
101070203	2015-06-25 19:00:00	62	75
101070203	2015-06-26 19:00:00	59	77
101070203	2015-06-27 19:00:00	61	77
101070203	2015-06-28 19:00:00	61	76
101051301	2015-06-19 19:00:00	66	86
101051301	2015-06-20 19:00:00	52	71
101051301	2015-06-21 19:00:00	45	69
101051301	2015-06-22 19:00:00	64	92
101051301	2015-06-23 19:00:00	75	92
101051301	2015-06-24 19:00:00	65	91
101051301	2015-06-25 19:00:00	60	87
101051301	2015-06-26 19:00:00	61	85
101051301	2015-06-27 19:00:00	58	78
101051301	2015-06-28 19:00:00	54	76
101190806	2015-06-19 19:00:00	59	86
101190806	2015-06-20 19:00:00	63	79
101190806	2015-06-21 19:00:00	55	86
101190806	2015-06-22 19:00:00	61	87
101190806	2015-06-23 19:00:00	74	95
101190806	2015-06-24 19:00:00	93	100
101190806	2015-06-25 19:00:00	86	98
101190806	2015-06-26 19:00:00	79	97
101190806	2015-06-27 19:00:00	87	100
101190806	2015-06-28 19:00:00	82	99
101271408	2015-06-19 19:00:00	64	79
101271408	2015-06-20 19:00:00	76	84
101271408	2015-06-21 19:00:00	64	77
101271408	2015-06-22 19:00:00	67	81
101271408	2015-06-23 19:00:00	73	83
101271408	2015-06-24 19:00:00	64	74
101271408	2015-06-25 19:00:00	59	73
101271408	2015-06-26 19:00:00	63	79
101271408	2015-06-27 19:00:00	71	81
101271408	2015-06-28 19:00:00	72	80
101180301	2015-06-19 19:00:00	45	63
101180301	2015-06-20 19:00:00	43	52
101180301	2015-06-21 19:00:00	42	58
101180301	2015-06-22 19:00:00	42	59
101180301	2015-06-23 19:00:00	63	79
101180301	2015-06-24 19:00:00	70	83
101180301	2015-06-25 19:00:00	64	85
101180301	2015-06-26 19:00:00	62	83
101180301	2015-06-27 19:00:00	69	90
101180301	2015-06-28 19:00:00	66	82
101181003	2015-06-19 19:00:00	46	74
101181003	2015-06-20 19:00:00	44	65
101181003	2015-06-21 19:00:00	47	67
101181003	2015-06-22 19:00:00	47	67
101181003	2015-06-23 19:00:00	67	92
101181003	2015-06-24 19:00:00	81	98
101181003	2015-06-25 19:00:00	71	95
101181003	2015-06-26 19:00:00	67	92
101181003	2015-06-27 19:00:00	73	96
101181003	2015-06-28 19:00:00	71	91
101191104	2015-06-19 19:00:00	67	85
101191104	2015-06-20 19:00:00	68	86
101191104	2015-06-21 19:00:00	83	91
101191104	2015-06-22 19:00:00	82	95
101191104	2015-06-23 19:00:00	79	89
101191104	2015-06-24 19:00:00	85	98
101191104	2015-06-25 19:00:00	87	96
101191104	2015-06-26 19:00:00	84	97
101191104	2015-06-27 19:00:00	94	100
101191104	2015-06-28 19:00:00	91	95
101250405	2015-06-19 19:00:00	80	88
101250405	2015-06-20 19:00:00	75	90
101250405	2015-06-21 19:00:00	80	90
101250405	2015-06-22 19:00:00	78	89
101250405	2015-06-23 19:00:00	72	81
101250405	2015-06-24 19:00:00	71	85
101250405	2015-06-25 19:00:00	77	87
101250405	2015-06-26 19:00:00	74	84
101250405	2015-06-27 19:00:00	71	81
101250405	2015-06-28 19:00:00	70	84
101251102	2015-06-19 19:00:00	71	82
101251102	2015-06-20 19:00:00	85	88
101251102	2015-06-21 19:00:00	89	95
101251102	2015-06-22 19:00:00	83	94
101251102	2015-06-23 19:00:00	85	95
101251102	2015-06-24 19:00:00	85	95
101251102	2015-06-25 19:00:00	88	94
101251102	2015-06-26 19:00:00	90	94
101251102	2015-06-27 19:00:00	89	97
101251102	2015-06-28 19:00:00	90	98
101190704	2015-06-19 19:00:00	60	81
101190704	2015-06-20 19:00:00	78	95
101190704	2015-06-21 19:00:00	68	90
101190704	2015-06-22 19:00:00	72	95
101190704	2015-06-23 19:00:00	84	95
101190704	2015-06-24 19:00:00	95	100
101190704	2015-06-25 19:00:00	91	98
101190704	2015-06-26 19:00:00	86	99
101190704	2015-06-27 19:00:00	88	99
101190704	2015-06-28 19:00:00	83	98
101281109	2015-06-19 19:00:00	71	88
101281109	2015-06-20 19:00:00	75	88
101281109	2015-06-21 19:00:00	79	87
101281109	2015-06-22 19:00:00	80	86
101281109	2015-06-23 19:00:00	84	88
101281109	2015-06-24 19:00:00	84	88
101281109	2015-06-25 19:00:00	80	87
101281109	2015-06-26 19:00:00	76	85
101281109	2015-06-27 19:00:00	75	86
101281109	2015-06-28 19:00:00	73	86
101181104	2015-06-19 19:00:00	40	61
101181104	2015-06-20 19:00:00	44	54
101181104	2015-06-21 19:00:00	44	61
101181104	2015-06-22 19:00:00	43	63
